TMP_ID,TEMP_MAX,TEMP_MIN,TEMP_PROMEDIO,SENS_TERM_MAX,SENS_TERM_MIN,SENS_TERM_PROMEDIO,PUNTO_ROCIO,HUMEDAD,PRECIPITACION,PROB_PRECIPITACION,COBERTURA_PRECIPITACION,TIPO_PRECIPITACION,NIEVE,PROFUNDIDAD_NIEVE,RAFAGA_VIENTO,VELOCIDAD_VIENTO,DIRECCION_VIENTO,PRESION,COBERTURA_NUBOSA,VISIBILIDAD,RADIACION_SOLAR,ENERGIA_SOLAR,INDICE_UV,AMANECER,OCASO,FASE_LUNAR,CONDICIONES,DESCRIPCION,ICONO,ESTACIONES,RIESGO_SEVERO,PAIS_ID,ESTADO_ID,ID_REFERENCIA
20230101,29.3,22.9,25.4,32.5,22.9,26.3,22.4,83.8,10.544,100,37.5,rain,0,0,31.7,22.5,83.3,1016.4,48.2,14.5,171.6,14.7,7,06:56:44,17:59:18,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230102,28.8,23.4,26.0,31.9,23.4,27.0,22.0,79.4,0.33,100,12.5,rain,0,0,31.7,24.1,75.7,1016.9,49.7,15.9,180.3,15.5,8,06:57:04,17:59:55,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230103,28.8,23.8,25.7,31.2,23.8,26.4,21.3,77.2,5.346,100,58.33,rain,0,0,45.4,34.3,67.4,1017.0,65.0,16.0,150.2,12.9,8,06:57:23,18:00:31,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230104,26.1,22.8,24.1,26.1,22.8,24.1,22.1,88.8,29.036,100,66.67,rain,0,0,41.0,30.4,117.0,1017.4,72.3,15.4,76.1,6.5,5,06:57:41,18:01:08,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",30,8,51,1
20230105,28.4,23.4,25.5,31.7,23.4,26.4,22.3,82.7,4.04,100,20.83,rain,0,0,44.6,33.3,92.2,1017.9,52.8,16.0,137.8,11.9,6,06:57:58,18:01:46,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",30,8,51,1
20230106,28.9,23.0,25.5,30.9,23.0,26.4,21.7,80.0,7.651,100,29.17,rain,0,0,36.9,31.4,93.2,1017.4,44.8,15.8,178.5,15.4,8,06:58:14,18:02:23,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",30,8,51,1
20230107,27.9,23.4,24.7,31.2,23.4,24.9,22.7,88.7,10.154,100,45.83,rain,0,0,31.7,24.0,89.2,1016.9,75.4,15.5,98.7,8.7,6,06:58:28,18:03:01,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"78526011641,99404399999,CSAP4,41053_maritime,C8822,TJSJ,TJNR,78535011630",30,8,51,1
20230108,28.8,22.9,25.0,32.4,22.9,25.7,22.2,85.0,3.863,100,25.0,rain,0,0,37.1,27.6,98.7,1017.1,54.5,15.9,156.7,13.3,8,06:58:42,18:03:39,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230109,28.3,22.9,25.6,31.2,22.9,26.4,21.7,79.7,0.32,100,12.5,rain,0,0,40.0,34.3,95.0,1016.3,41.1,15.9,154.4,13.3,5,06:58:54,18:04:17,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230110,28.7,23.3,25.7,32.2,23.3,26.5,21.8,79.5,0.37,100,16.67,rain,0,0,24.3,18.4,138.7,1014.9,34.8,15.8,170.3,14.6,8,06:59:05,18:04:56,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230111,28.4,23.3,25.5,31.2,23.3,26.5,21.9,80.6,6.624,100,12.5,rain,0,0,20.7,14.7,97.7,1015.9,37.4,15.8,177.0,15.3,8,06:59:15,18:05:34,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78526011641,99404399999,CSAP4,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230112,28.8,23.3,25.3,32.3,23.3,26.1,22.2,83.4,0.803,100,8.33,rain,0,0,31.7,25.4,86.0,1016.6,42.9,15.9,180.5,15.6,8,06:59:24,18:06:12,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"78526011641,99404399999,CSAP4,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230113,29.3,22.9,25.8,32.2,22.9,26.6,21.3,76.9,1.48,100,12.5,rain,0,0,35.3,27.2,112.8,1014.9,35.1,16.0,139.2,11.9,7,06:59:31,18:06:50,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"78526011641,99404399999,CSAP4,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230114,30.6,22.2,26.4,32.1,22.2,27.1,20.3,70.8,0.576,100,8.33,rain,0,0,24.1,18.1,134.5,1013.9,27.5,16.0,209.8,18.0,8,06:59:37,18:07:29,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78526011641,99404399999,CSAP4,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230115,29.3,21.2,25.1,31.8,21.2,25.8,21.5,81.1,18.083,100,29.17,rain,0,0,31.7,25.5,265.7,1014.5,59.2,15.0,117.2,10.0,7,06:59:42,18:08:07,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78526011641,99404399999,CSAP4,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230116,25.7,21.7,24.0,25.7,21.7,24.0,19.1,75.1,12.083,100,33.33,rain,0,0,24.1,14.8,330.2,1015.9,93.8,12.5,87.9,7.5,4,06:59:46,18:08:45,0.83,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"78526011641,99404399999,CSAP4,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230117,27.9,24.9,26.0,29.0,24.9,26.4,18.1,61.9,0.0,0,0.0,,0,0,29.9,22.1,42.6,1015.3,67.0,16.0,142.8,12.3,6,06:59:48,18:09:23,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78526011641,99404399999,CSAP4,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230118,27.9,22.1,25.6,28.3,22.1,25.8,17.7,62.3,0.129,100,4.17,rain,0,0,21.2,16.2,47.8,1016.8,43.6,16.0,201.5,17.3,8,06:59:50,18:10:01,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78526011641,99404399999,CSAP4,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230119,28.4,22.8,25.6,31.2,22.8,26.5,21.5,78.7,0.48,100,4.17,rain,0,0,31.7,22.3,73.5,1017.5,56.9,16.0,200.8,17.4,7,06:59:50,18:10:38,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"78526011641,99404399999,CSAP4,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230120,28.8,22.3,25.6,31.2,22.3,26.2,20.9,76.0,0.0,0,0.0,,0,0,34.9,25.9,89.6,1018.0,31.5,16.0,199.7,17.1,8,06:59:48,18:11:16,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78526011641,99404399999,CSAP4,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230121,28.8,22.2,25.4,31.2,22.2,26.1,20.5,74.7,2.337,100,8.33,rain,0,0,34.9,22.9,88.3,1017.5,39.0,15.9,210.8,18.2,7,06:59:46,18:11:53,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78526011641,99404399999,CSAP4,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230122,28.8,23.4,25.7,31.2,23.4,26.4,20.3,72.7,0.02,100,4.17,rain,0,0,40.7,35.2,91.3,1016.9,42.4,16.0,169.8,14.6,7,06:59:42,18:12:30,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78526011641,99404399999,CSAP4,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230123,29.3,23.4,26.0,31.5,23.4,26.6,19.5,67.7,0.0,0,0.0,,0,0,41.5,29.5,93.5,1018.2,35.2,16.0,208.0,18.0,8,06:59:37,18:13:06,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230124,28.4,23.9,25.7,31.0,23.9,26.3,21.1,76.3,0.664,100,12.5,rain,0,0,38.5,32.6,79.3,1018.1,58.1,16.0,176.5,15.4,9,06:59:31,18:13:43,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,F4325,TJNR,78535011630",10,8,51,1
20230125,28.9,22.3,25.4,31.6,22.3,26.2,20.9,76.5,0.288,100,4.17,rain,0,0,42.1,28.4,91.1,1017.2,47.9,16.0,181.3,15.6,8,06:59:23,18:14:19,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,F4325,TJNR,78535011630",10,8,51,1
20230126,28.3,23.9,25.7,29.7,23.9,26.2,19.8,70.7,1.6,100,8.33,rain,0,0,42.5,33.1,69.0,1016.9,46.4,15.9,139.7,12.1,6,06:59:15,18:14:54,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230127,28.3,22.9,25.1,30.6,22.9,25.6,20.7,77.2,10.208,100,29.17,rain,0,0,38.9,29.4,58.7,1016.3,67.4,15.7,133.2,11.5,5,06:59:05,18:15:30,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230128,28.3,22.9,25.4,29.3,22.9,25.6,19.3,69.9,3.054,100,29.17,rain,0,0,40.7,28.5,51.5,1016.9,65.5,15.6,164.8,14.3,8,06:58:53,18:16:04,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,F4325,TJNR,78535011630",10,8,51,1
20230129,28.3,22.9,25.0,30.4,22.9,25.4,20.9,78.3,6.239,100,29.17,rain,0,0,33.8,22.3,62.3,1016.9,67.3,15.3,154.0,13.1,5,06:58:41,18:16:39,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,F4325,TJNR,78535011630",10,8,51,1
20230130,27.9,24.3,26.2,30.0,24.3,26.8,20.1,69.2,2.034,100,20.83,rain,0,0,35.4,26.0,53.1,1016.6,60.4,15.9,157.9,13.6,7,06:58:27,18:17:13,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230131,28.3,25.0,26.3,30.0,25.0,26.7,19.5,66.6,1.059,100,16.67,rain,0,0,38.5,31.0,46.0,1016.7,57.3,15.9,229.3,19.7,8,06:58:12,18:17:47,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,F4325,TJNR,78535011630",10,8,51,1
20230201,27.9,23.3,25.5,29.5,23.3,25.9,20.3,73.6,9.423,100,41.67,rain,0,0,35.9,27.4,43.4,1017.2,67.8,15.6,188.8,16.2,9,06:57:56,18:18:20,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,F4325,TJNR,78535011630",10,8,51,1
20230202,28.4,23.8,25.9,31.0,23.8,26.5,21.4,76.7,4.32,100,33.33,rain,0,0,34.4,25.9,66.3,1018.0,67.8,16.0,165.1,14.3,9,06:57:39,18:18:52,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,F4325,TJNR,78535011630",10,8,51,1
20230203,28.8,22.9,25.6,30.9,22.9,26.3,21.3,77.8,0.953,100,12.5,rain,0,0,33.8,30.9,91.3,1017.7,46.1,16.0,212.1,18.3,9,06:57:20,18:19:25,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230204,28.3,22.9,25.1,30.5,22.9,25.4,21.3,79.9,1.542,100,20.83,rain,0,0,38.9,31.5,86.1,1019.4,67.2,15.9,118.4,10.1,4,06:57:01,18:19:56,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230205,27.3,23.9,25.5,29.7,23.9,26.2,21.5,78.6,3.552,100,16.67,rain,0,0,46.6,35.3,92.5,1019.4,68.8,15.7,149.9,12.9,6,06:56:40,18:20:27,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,F4325,TJNR,78535011630",10,8,51,1
20230206,29.3,21.8,25.8,31.5,21.8,26.6,20.7,74.1,0.012,100,4.17,rain,0,0,46.4,38.6,91.4,1017.7,36.7,16.0,199.8,17.2,8,06:56:18,18:20:58,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230207,28.7,23.4,25.6,31.4,23.4,26.5,21.5,78.6,3.948,100,25.0,rain,0,0,41.0,31.0,82.5,1017.6,54.9,15.8,172.1,14.6,10,06:55:55,18:21:28,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",30,8,51,1
20230208,28.8,23.4,25.9,31.6,23.4,26.6,21.6,77.8,3.298,100,20.83,rain,0,0,42.1,36.6,70.8,1017.7,57.8,15.8,196.5,16.9,9,06:55:31,18:21:58,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",30,8,51,1
20230209,28.8,23.8,25.9,31.2,23.8,26.7,21.1,75.2,3.232,100,25.0,rain,0,0,44.6,34.8,77.4,1018.0,58.2,15.8,213.8,18.5,9,06:55:06,18:22:27,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",30,8,51,1
20230210,28.3,23.9,25.6,30.4,23.9,26.2,20.8,75.3,7.472,100,41.67,rain,0,0,43.9,35.1,85.6,1017.8,51.6,15.7,173.7,15.0,6,06:54:40,18:22:56,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,F4325,TJNR,78535011630",10,8,51,1
20230211,28.3,22.3,25.1,30.3,22.3,25.5,20.1,74.1,1.344,100,12.5,rain,0,0,40.8,32.6,93.6,1016.8,50.4,15.7,192.1,16.4,7,06:54:12,18:23:24,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230212,29.3,22.3,25.7,31.5,22.3,26.4,19.8,70.4,0.768,100,8.33,rain,0,0,42.1,34.7,92.1,1015.8,44.1,16.0,213.0,18.4,8,06:53:44,18:23:51,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230213,28.8,22.2,25.5,31.2,22.2,26.2,20.5,74.2,0.69,100,20.83,rain,0,0,37.1,27.5,99.0,1014.7,48.7,16.0,195.6,17.0,8,06:53:15,18:24:18,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230214,28.3,23.4,25.4,30.9,23.4,26.1,21.5,79.0,0.486,100,8.33,rain,0,0,28.8,23.8,96.1,1015.6,50.7,16.0,187.3,16.1,8,06:52:45,18:24:45,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230215,28.3,23.4,25.5,30.9,23.4,26.4,21.1,77.0,1.96,100,12.5,rain,0,0,42.8,31.5,70.4,1017.5,52.0,16.0,138.9,11.9,5,06:52:13,18:25:11,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230216,27.9,23.4,25.7,30.9,23.4,26.5,21.8,79.4,11.988,100,45.83,rain,0,0,56.5,46.8,68.6,1017.0,56.4,15.5,222.3,19.2,9,06:51:41,18:25:36,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230217,27.9,24.4,25.9,29.5,24.4,26.3,19.5,68.4,0.068,100,8.33,rain,0,0,48.2,38.5,68.8,1017.1,58.1,15.9,128.0,11.0,6,06:51:08,18:26:01,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230218,28.4,22.9,25.7,29.5,22.9,26.1,19.5,68.9,1.536,100,16.67,rain,0,0,42.5,35.2,76.6,1017.8,51.3,15.8,127.9,10.9,6,06:50:34,18:26:26,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230219,28.3,22.9,25.2,28.9,22.9,25.4,19.3,70.5,2.232,100,25.0,rain,0,0,44.5,33.9,74.3,1018.0,59.9,15.7,144.7,12.3,6,06:49:59,18:26:50,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230220,28.3,22.3,25.3,29.5,22.3,25.5,19.6,71.3,0.566,100,16.67,rain,0,0,39.5,31.1,82.4,1017.1,50.8,16.0,157.1,13.4,9,06:49:23,18:27:13,0.0,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230221,27.9,21.8,24.8,29.2,21.8,25.2,19.1,71.1,0.594,100,8.33,rain,0,0,36.9,32.0,78.4,1017.2,50.1,16.0,192.1,16.5,9,06:48:47,18:27:36,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230222,28.4,23.4,25.9,30.4,23.4,26.5,20.2,71.5,0.288,100,4.17,rain,0,0,32.3,25.6,61.9,1019.4,44.1,16.0,213.8,18.3,8,06:48:09,18:27:59,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230223,28.3,24.4,26.1,30.9,24.4,26.8,20.9,73.2,1.576,100,16.67,rain,0,0,47.5,34.1,52.3,1020.1,77.7,15.9,123.6,10.5,6,06:47:31,18:28:20,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230224,28.4,24.4,26.1,30.1,24.4,26.7,19.7,67.7,0.265,100,4.17,rain,0,0,35.9,26.1,55.4,1019.5,45.9,16.0,254.3,22.0,9,06:46:52,18:28:42,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230225,27.8,24.2,25.7,29.7,24.2,25.9,20.0,71.3,1.419,100,33.33,rain,0,0,44.4,33.1,51.5,1018.1,66.4,15.8,108.2,9.4,4,06:46:13,18:29:03,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,F4325,TJNR,78535011630",10,8,51,1
20230226,27.9,22.2,25.4,29.7,22.2,25.8,19.1,68.5,0.768,100,8.33,rain,0,0,25.9,20.5,57.0,1016.2,44.3,16.0,222.5,19.2,10,06:45:32,18:29:24,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230227,27.8,22.1,24.9,29.0,22.1,25.2,18.8,69.4,0.927,100,8.33,rain,0,0,22.2,16.8,58.0,1016.1,37.0,16.0,204.2,17.6,8,06:44:51,18:29:44,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230228,28.3,21.0,24.8,29.5,21.0,25.2,18.9,70.3,0.0,0,0.0,,0,0,29.4,25.0,80.4,1016.7,32.7,16.0,262.5,22.5,9,06:44:10,18:30:03,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230301,28.8,21.6,25.2,29.6,21.6,25.5,19.3,70.9,1.44,100,8.33,rain,0,0,31.7,24.1,66.7,1017.0,35.3,16.0,236.5,20.3,9,06:43:28,18:30:23,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230302,28.4,23.4,25.7,30.3,23.4,26.2,20.0,71.3,0.036,100,8.33,rain,0,0,35.9,29.0,71.1,1015.7,52.2,16.0,259.0,22.4,10,06:42:45,18:30:42,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230303,28.9,22.9,25.8,31.3,22.9,26.6,20.7,74.0,0.0,0,0.0,rain,0,0,37.0,32.0,82.2,1015.5,39.6,16.0,173.4,14.9,8,06:42:01,18:31:00,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78526011641,99404399999,41053_maritime,C8822,TJSJ,F4325,TJNR,78535011630",10,8,51,1
20230304,29.3,22.3,26.0,31.9,22.3,26.7,20.7,73.0,0.0,0,0.0,,0,0,42.6,33.4,91.6,1015.5,33.0,16.0,220.8,19.1,10,06:41:17,18:31:18,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230305,28.8,22.9,25.8,31.9,22.9,26.6,21.2,76.1,0.424,100,4.17,rain,0,0,33.3,25.8,82.8,1016.3,43.6,16.0,186.3,15.9,6,06:40:33,18:31:36,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230306,28.8,22.8,25.7,31.2,22.8,26.5,20.5,73.3,0.288,100,4.17,rain,0,0,30.2,21.4,55.1,1015.7,55.3,16.0,133.0,11.7,5,06:39:47,18:31:53,0.47,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230307,29.3,23.7,26.2,31.1,23.7,26.8,19.5,67.0,0.424,100,4.17,rain,0,0,23.8,17.8,78.4,1014.0,56.4,16.0,202.8,17.5,8,06:39:02,18:32:10,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230308,28.3,22.0,25.2,29.5,22.0,25.6,19.4,70.8,0.288,100,4.17,rain,0,0,21.7,13.5,276.6,1012.9,31.2,16.0,199.7,17.3,9,06:38:16,18:32:27,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230309,29.4,22.7,25.3,31.5,22.7,25.8,20.0,72.8,0.129,100,4.17,rain,0,0,31.3,25.2,279.9,1012.8,39.8,16.0,185.0,16.0,8,06:37:30,18:32:43,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230310,28.4,23.3,25.3,28.9,23.3,25.5,17.7,63.3,0.0,0,0.0,rain,0,0,22.7,17.5,318.8,1014.4,42.3,16.0,243.5,21.2,8,06:36:43,18:33:00,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230311,27.2,21.1,24.5,28.4,21.1,24.7,18.3,68.8,0.0,0,0.0,,0,0,22.7,15.3,43.6,1014.2,46.0,16.0,213.6,18.5,9,06:35:56,18:33:15,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230312,28.4,21.6,25.0,29.5,21.6,25.3,18.8,69.3,0.0,0,0.0,,0,0,18.3,14.7,95.6,1015.1,35.7,16.0,259.8,22.4,9,06:35:08,18:33:31,0.68,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
20230313,29.4,22.1,25.5,30.8,22.1,26.2,19.9,71.6,0.0,0,0.0,,0,0,33.4,24.4,80.8,1016.2,32.9,16.0,264.5,22.9,9,06:34:20,18:33:46,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",10,8,51,1
