TMP_ID,TEMP_MAX,TEMP_MIN,TEMP_PROMEDIO,SENS_TERM_MAX,SENS_TERM_MIN,SENS_TERM_PROMEDIO,PUNTO_ROCIO,HUMEDAD,PRECIPITACION,PROB_PRECIPITACION,COBERTURA_PRECIPITACION,TIPO_PRECIPITACION,NIEVE,PROFUNDIDAD_NIEVE,RAFAGA_VIENTO,VELOCIDAD_VIENTO,DIRECCION_VIENTO,PRESION,COBERTURA_NUBOSA,VISIBILIDAD,RADIACION_SOLAR,ENERGIA_SOLAR,INDICE_UV,AMANECER,OCASO,FASE_LUNAR,CONDICIONES,DESCRIPCION,ICONO,ESTACIONES,RIESGO_SEVERO,PAIS_ID,ESTADO_ID,ID_REFERENCIA
20230607,33.8,26.7,29.8,39.0,29.4,34.1,23.6,70.4,0.0,0,0.0,,0,0,37.4,27.2,114.2,1014.7,33.7,15.1,218.3,18.8,7,05:47:18,18:59:28,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",60,8,51,1
20230608,34.9,26.7,30.2,38.7,29.5,33.9,22.7,66.1,0.0,0,0.0,,0,0,38.9,23.9,117.2,1015.8,35.9,16.0,282.1,24.5,9,05:47:20,18:59:48,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",60,8,51,1
20230609,34.9,26.7,30.0,39.7,29.7,34.7,24.0,71.8,0.363,100,16.67,rain,0,0,39.6,31.0,107.6,1015.4,42.2,15.4,245.5,21.3,10,05:47:23,19:00:08,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",60,8,51,1
20230610,34.2,27.2,29.6,40.2,31.1,34.7,24.6,75.5,0.129,100,4.17,rain,0,0,44.0,34.0,90.0,1015.2,46.9,16.0,240.2,20.8,9,05:47:27,19:00:27,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",60,8,51,1
20230611,33.3,26.7,29.5,39.4,29.5,33.9,23.9,72.6,0.0,0,0.0,,0,0,40.2,33.5,87.6,1015.8,37.2,16.0,262.4,22.6,9,05:47:32,19:00:46,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",60,8,51,1
20230612,32.2,26.7,29.0,38.0,29.3,33.3,23.9,74.8,4.704,100,16.67,rain,0,0,44.6,33.1,83.5,1015.9,57.7,15.8,226.0,19.6,8,05:47:38,19:01:05,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,F4325,TJNR,78535011630",30,8,51,1
20230613,32.2,26.2,28.8,39.5,26.2,32.7,24.3,78.0,1.344,100,12.5,rain,0,0,49.0,36.5,91.4,1014.9,54.9,16.0,248.3,21.4,8,05:47:45,19:01:23,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,F4325,TJNR,78535011630",60,8,51,1
20230614,34.8,26.7,29.9,37.8,29.4,33.8,23.2,69.6,0.086,100,8.33,rain,0,0,37.1,26.5,107.6,1015.1,38.4,16.0,255.0,21.9,10,05:47:52,19:01:40,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,F4325,TJNR,78535011630",60,8,51,1
20230615,34.2,26.7,30.1,41.6,29.7,35.1,24.2,71.6,0.0,0,0.0,,0,0,40.2,35.8,84.8,1016.0,39.6,15.7,258.3,22.3,10,05:48:00,19:01:57,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78526011641,99404399999,41053_maritime,C8822,TJSJ,F4325,TJNR,78535011630",75,8,51,1
20230616,33.3,26.2,29.5,40.0,26.2,33.8,23.9,72.5,0.0,0,0.0,,0,0,39.6,32.2,80.1,1016.8,36.1,16.0,276.2,24.0,9,05:48:09,19:02:14,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78526011641,99404399999,41053_maritime,C8822,TJSJ,F4325,TJNR,78535011630",75,8,51,1
20230617,31.7,26.1,28.9,37.3,26.1,32.3,23.0,70.9,0.205,100,12.5,rain,0,0,38.2,30.6,82.2,1016.4,51.1,16.0,261.3,22.4,9,05:48:19,19:02:29,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,F4325,TJNR,78535011630",30,8,51,1
20230618,32.1,26.2,28.1,37.8,26.2,31.3,23.5,76.3,9.84,100,29.17,rain,0,0,38.9,31.1,95.5,1015.6,60.0,15.8,215.3,18.5,10,05:48:30,19:02:44,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",30,8,51,1
20230619,32.8,25.6,28.8,38.2,25.6,31.8,23.1,71.9,0.018,100,8.33,rain,0,0,40.7,32.9,90.2,1015.7,45.4,16.0,288.8,25.0,10,05:48:41,19:02:59,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,F4325,TJNR,78535011630",60,8,51,1
20230620,32.1,25.7,28.9,38.0,25.7,32.2,23.2,71.9,0.0,0,0.0,,0,0,43.2,32.2,84.5,1015.3,38.9,16.0,270.7,23.5,9,05:48:53,19:03:13,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",60,8,51,1
20230621,32.8,27.1,29.1,39.6,30.4,34.5,25.0,79.5,6.354,100,16.67,rain,0,0,43.2,32.8,86.2,1014.3,46.8,15.2,262.8,22.9,10,05:49:05,19:03:26,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",75,8,51,1
20230622,32.2,27.2,29.4,39.6,30.7,35.0,25.0,77.5,0.0,0,0.0,rain,0,0,42.5,31.1,77.6,1015.0,42.8,14.6,248.2,21.3,9,05:49:19,19:03:38,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",75,8,51,1
20230623,32.2,25.1,28.8,38.9,25.1,33.3,24.2,76.3,9.222,100,16.67,rain,0,0,39.9,29.9,77.1,1015.0,51.2,15.0,249.3,21.5,9,05:49:32,19:03:50,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",60,8,51,1
20230624,31.7,25.7,28.2,37.9,25.7,31.4,24.0,78.5,4.704,100,25.0,rain,0,0,42.5,31.1,81.1,1015.0,47.2,16.0,242.3,20.9,10,05:49:47,19:04:01,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",30,8,51,1
20230625,31.1,26.1,28.3,36.6,26.1,31.8,23.9,77.2,1.808,100,8.33,rain,0,0,38.9,28.9,71.6,1014.2,49.9,15.6,270.9,23.5,9,05:50:02,19:04:11,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",30,8,51,1
20230626,31.7,26.1,28.7,36.8,26.1,32.2,23.6,74.5,1.248,100,8.33,rain,0,0,38.9,27.7,78.3,1013.9,48.1,15.9,246.2,21.3,9,05:50:17,19:04:21,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",30,8,51,1
20230627,31.7,26.7,29.1,38.8,29.2,34.1,24.6,77.0,0.288,100,4.17,rain,0,0,32.4,27.7,73.0,1013.7,51.4,16.0,172.3,14.9,7,05:50:33,19:04:29,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",75,8,51,1
20230628,31.2,27.2,28.3,38.9,30.7,33.2,25.0,82.5,14.592,100,4.17,rain,0,0,23.4,18.8,106.9,1012.4,59.5,16.0,142.5,12.4,8,05:50:50,19:04:37,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",75,8,51,1
20230629,29.4,25.0,27.1,34.0,25.0,29.5,23.6,81.3,1.1,100,12.5,rain,0,0,32.4,20.0,139.3,1013.6,71.6,16.0,65.2,5.5,3,05:51:07,19:04:44,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78526011641,99404399999,CSAP4,41053_maritime,C8822,TJSJ",30,8,51,1
20230630,33.3,26.2,29.4,39.0,26.2,33.0,23.9,73.3,0.0,0,0.0,,0,0,33.5,21.4,122.8,1014.6,47.5,14.8,230.6,20.0,9,05:51:25,19:04:50,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",60,8,51,1
20230701,32.9,26.8,29.5,39.6,29.6,34.0,23.9,72.6,0.0,0,0.0,,0,0,39.9,32.5,84.5,1014.5,43.1,14.8,258.9,22.4,9,05:51:42,19:04:55,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",30,8,51,1
20230702,32.9,26.8,29.5,39.6,29.6,34.7,24.6,75.6,0.012,100,4.17,rain,0,0,46.4,36.3,83.1,1014.7,41.3,15.3,245.7,21.2,9,05:52:01,19:04:59,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",75,8,51,1
20230703,31.7,26.8,29.2,38.0,30.1,34.4,24.9,78.5,0.609,100,8.33,rain,0,0,44.6,32.8,79.5,1015.1,64.8,14.7,233.0,20.2,9,05:52:19,19:05:03,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",75,8,51,1
20230704,30.1,27.3,28.4,37.1,31.7,34.1,25.8,86.1,5.382,100,12.5,rain,0,0,46.4,26.5,98.3,1016.2,78.3,15.7,60.6,5.1,2,05:52:38,19:05:05,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",75,8,51,1
20230705,31.2,27.3,29.0,37.3,30.8,33.8,24.4,76.7,0.0,0,0.0,,0,0,37.4,31.8,82.8,1017.6,66.3,12.5,226.4,19.6,10,05:52:58,19:05:06,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",60,8,51,1
20230706,31.2,27.3,29.2,37.3,30.6,33.9,24.1,74.4,0.0,0,0.0,rain,0,0,39.6,31.2,73.6,1016.0,61.8,12.9,286.8,24.8,10,05:53:17,19:05:07,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",60,8,51,1
20230707,31.7,26.8,28.9,38.8,29.4,33.4,24.1,75.7,0.022,100,8.33,rain,0,0,33.1,28.8,73.0,1015.1,48.5,13.6,292.3,25.3,10,05:53:37,19:05:06,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",60,8,51,1
20230708,31.2,24.4,27.4,39.6,24.4,30.9,24.8,85.7,38.82,100,45.83,rain,0,0,51.0,29.3,86.3,1015.1,73.9,13.4,135.0,11.6,9,05:53:57,19:05:05,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",60,8,51,1
20230709,31.2,25.0,27.5,39.6,25.0,31.4,25.3,88.2,1.649,100,16.67,rain,0,0,46.2,34.6,90.3,1016.7,64.6,15.8,209.7,18.1,10,05:54:17,19:05:02,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",75,8,51,1
20230710,31.2,26.3,28.8,38.9,26.3,33.7,25.3,82.0,1.747,100,4.17,rain,0,0,42.2,30.1,80.2,1016.6,45.8,14.5,249.0,21.5,9,05:54:38,19:04:59,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",75,8,51,1
20230711,31.7,27.9,29.5,40.4,32.5,35.7,25.4,78.9,0.288,100,8.33,rain,0,0,36.0,31.1,71.7,1015.9,63.7,14.5,208.3,18.1,8,05:54:58,19:04:54,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",75,8,51,1
20230712,31.2,25.8,28.5,38.9,25.8,33.3,24.9,81.5,12.753,100,29.17,rain,0,0,48.6,31.6,80.7,1014.3,79.3,15.4,126.8,11.0,5,05:55:19,19:04:48,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",75,8,51,1
20230713,32.2,26.7,29.0,38.8,30.4,34.3,25.3,81.6,6.512,100,25.0,rain,0,0,38.9,31.4,82.0,1014.1,54.3,14.2,227.1,19.5,10,05:55:40,19:04:42,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",75,8,51,1
20230714,31.7,27.2,29.2,39.3,30.5,34.2,24.5,76.4,0.0,0,0.0,rain,0,0,42.1,32.8,77.7,1015.1,43.5,14.6,257.9,22.2,10,05:56:01,19:04:34,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",60,8,51,1
20230715,31.7,26.7,28.9,39.7,29.4,34.0,24.8,78.8,1.5,100,4.17,rain,0,0,33.0,28.9,75.7,1015.4,49.8,16.0,204.7,17.7,10,05:56:22,19:04:25,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ",60,8,51,1
20230716,31.2,27.2,28.9,38.8,31.0,34.4,25.2,80.5,0.0,0,0.0,rain,0,0,36.4,28.9,75.7,1015.0,58.4,15.8,218.9,18.9,10,05:56:43,19:04:16,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78526011641,99404399999,41053_maritime,C8822,TJSJ",60,8,51,1
20230717,31.7,26.2,28.6,37.3,26.2,33.6,25.2,82.6,0.494,100,8.33,rain,0,0,41.4,31.5,87.6,1015.7,66.5,15.5,110.5,9.3,6,05:57:04,19:04:05,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ",75,8,51,1
20230718,31.8,27.2,29.1,39.6,31.8,35.2,25.8,82.8,3.4,100,12.5,rain,0,0,36.0,31.8,82.2,1017.4,62.7,14.6,268.5,23.2,8,05:57:25,19:03:53,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",75,8,51,1
20230719,32.2,27.9,29.5,40.5,32.5,35.7,25.4,79.3,1.92,100,4.17,rain,0,0,43.1,32.8,79.3,1018.4,50.8,12.3,187.0,16.1,9,05:57:46,19:03:40,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",100,8,51,1
20230720,31.7,27.2,29.1,38.1,30.8,34.0,24.6,76.9,0.0,0,0.0,rain,0,0,33.1,29.5,80.0,1017.6,36.8,13.6,285.3,24.6,9,05:58:07,19:03:26,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",75,8,51,1
20230721,31.7,26.7,28.8,38.0,26.7,33.1,24.1,76.3,0.0,0,0.0,rain,0,0,38.9,26.3,69.0,1015.3,36.2,14.2,246.5,21.2,9,05:58:28,19:03:11,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",60,8,51,1
20230722,33.8,26.2,29.9,39.6,26.2,33.8,23.3,69.1,0.0,0,0.0,,0,0,32.5,27.5,100.9,1014.8,27.4,15.4,240.5,20.6,9,05:58:49,19:02:55,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",60,8,51,1
20230723,32.2,26.8,29.4,38.7,29.6,34.0,24.0,73.5,0.0,0,0.0,rain,0,0,38.9,31.2,81.2,1017.2,48.1,15.8,284.9,24.6,10,05:59:10,19:02:38,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",60,8,51,1
20230724,31.8,26.8,29.2,38.9,29.4,34.2,24.4,75.7,0.0,0,0.0,rain,0,0,44.6,29.6,80.0,1017.7,50.2,16.0,276.1,23.8,10,05:59:30,19:02:20,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",60,8,51,1
20230725,31.2,24.0,28.2,38.9,24.0,32.8,25.1,83.7,18.72,100,25.0,rain,0,0,56.2,42.5,78.2,1015.6,61.3,14.9,253.5,21.8,10,05:59:51,19:02:01,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,F4325,TJNR,78535011630",60,8,51,1
20230726,31.7,26.8,28.4,39.6,29.0,33.3,25.0,82.5,1.377,100,8.33,rain,0,0,39.6,33.1,86.2,1014.4,50.8,15.1,153.1,13.3,8,06:00:11,19:01:40,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78526011641,99404399999,41053_maritime,C8822,F4325,TJSJ,TJNR,78535011630",60,8,51,1
20230727,30.7,26.3,28.4,37.3,26.3,33.0,24.7,80.4,1.92,100,8.33,rain,0,0,36.0,28.8,80.4,1015.4,57.9,15.9,200.6,17.3,9,06:00:31,19:01:19,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",60,8,51,1
20230728,31.7,26.7,28.8,38.9,29.5,33.7,24.6,78.1,0.0,0,0.0,,0,0,42.5,29.9,82.7,1016.5,48.9,16.0,235.6,20.3,10,06:00:51,19:00:57,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",60,8,51,1
20230729,32.2,26.8,29.3,40.5,29.4,34.9,25.0,78.1,0.0,0,0.0,rain,0,0,36.8,32.8,83.4,1016.7,48.0,13.3,203.0,17.5,8,06:01:11,19:00:34,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",75,8,51,1
20230730,31.7,27.2,29.2,39.7,30.2,34.6,24.7,77.0,0.0,0,0.0,rain,0,0,32.4,27.3,74.7,1015.6,53.4,14.8,226.7,19.5,9,06:01:30,19:00:09,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",75,8,51,1
20230731,31.7,25.8,28.9,39.8,25.8,33.9,24.9,79.4,0.344,100,8.33,rain,0,0,39.6,32.9,80.0,1015.3,50.7,15.6,251.7,21.7,10,06:01:50,18:59:44,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",30,8,51,1
20230801,31.7,25.1,28.4,40.5,25.1,32.9,24.9,81.6,11.424,100,8.33,rain,0,0,32.4,29.2,90.4,1015.9,54.5,15.4,243.5,21.1,10,06:02:09,18:59:18,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",60,8,51,1
20230802,31.7,26.7,28.3,39.7,29.7,33.0,24.8,81.4,0.0,0,0.0,rain,0,0,28.8,20.6,102.4,1015.6,37.4,16.0,143.5,12.4,9,06:02:28,18:58:51,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",60,8,51,1
20230803,31.2,26.7,28.8,39.0,29.5,34.2,25.0,80.3,0.288,100,4.17,rain,0,0,28.8,24.9,74.4,1014.4,44.5,16.0,179.6,15.3,10,06:02:46,18:58:22,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",60,8,51,1
20230804,32.8,26.7,29.1,40.3,29.5,33.7,24.1,74.8,0.0,0,0.0,,0,0,32.4,28.0,88.2,1014.7,53.9,15.9,243.8,20.9,10,06:03:05,18:57:53,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",60,8,51,1
20230805,32.2,26.7,29.4,40.5,29.9,35.2,25.1,78.1,0.136,100,16.67,rain,0,0,42.5,31.1,85.6,1015.9,46.9,14.8,263.3,22.6,10,06:03:23,18:57:23,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",75,8,51,1
20230806,33.3,26.7,29.6,42.2,30.2,36.4,26.0,81.8,11.792,100,20.83,rain,0,0,49.7,36.2,85.9,1015.6,59.5,15.3,96.0,8.3,5,06:03:41,18:56:52,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",75,8,51,1
20230807,32.2,26.8,29.0,42.1,30.5,35.4,26.0,83.9,25.857,100,20.83,rain,0,0,38.2,30.0,88.8,1015.8,62.1,15.6,212.6,18.5,10,06:03:58,18:56:20,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",75,8,51,1
20230808,31.7,27.3,28.8,41.4,32.0,35.4,26.2,86.0,2.32,100,20.83,rain,0,0,35.3,31.7,90.2,1015.2,55.3,16.0,148.9,12.9,10,06:04:16,18:55:47,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",75,8,51,1
20230809,32.9,27.2,29.4,42.2,31.1,35.9,25.8,81.7,0.068,100,8.33,rain,0,0,36.0,32.9,86.0,1014.2,46.1,16.0,201.1,17.3,10,06:04:33,18:55:14,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",75,8,51,1
20230810,33.8,27.2,30.0,41.2,30.5,35.7,24.8,74.5,0.3,100,8.33,rain,0,0,41.8,25.8,118.5,1014.3,45.3,15.9,202.3,17.6,9,06:04:49,18:54:39,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",60,8,51,1
20230811,32.2,27.9,29.8,40.5,32.5,36.0,25.3,77.4,0.0,0,0.0,rain,0,0,36.0,29.5,81.2,1015.6,30.4,15.5,291.4,25.1,10,06:05:06,18:54:04,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",75,8,51,1
20230812,30.7,27.2,28.8,37.3,30.7,34.0,24.8,79.4,13.951,100,33.33,rain,0,0,73.2,46.8,80.5,1015.0,53.7,14.5,267.8,23.0,10,06:05:22,18:53:28,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",60,8,51,1
20230813,32.9,25.8,28.9,39.6,25.8,33.5,24.6,78.3,8.173,100,33.33,rain,0,0,56.9,29.2,96.5,1015.0,50.1,15.7,228.6,19.8,10,06:05:38,18:52:51,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",60,8,51,1
20230814,31.7,26.8,29.1,40.5,30.1,34.9,25.3,80.3,0.04,100,4.17,rain,0,0,42.1,33.2,75.4,1014.8,44.0,15.4,196.3,17.0,9,06:05:53,18:52:13,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",75,8,51,1
20230815,31.7,28.4,29.8,39.8,32.9,35.9,25.0,75.7,0.0,0,0.0,rain,0,0,42.5,33.2,70.7,1014.1,56.0,14.8,252.8,21.9,10,06:06:09,18:51:34,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",75,8,51,1
20230816,31.7,27.9,29.6,40.5,32.0,35.5,25.0,76.6,0.0,0,0.0,rain,0,0,42.0,31.0,72.7,1013.7,45.9,12.4,249.7,21.6,10,06:06:24,18:50:55,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",75,8,51,1
20230817,31.7,26.8,29.1,39.8,30.2,35.2,25.6,81.5,2.688,100,12.5,rain,0,0,51.8,31.8,82.2,1013.4,53.0,12.7,170.9,14.9,10,06:06:38,18:50:15,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",60,8,51,1
20230818,31.7,25.1,29.2,40.5,25.1,34.9,25.5,81.0,10.075,100,12.5,rain,0,0,53.3,43.7,78.9,1012.2,50.9,13.8,256.6,22.2,10,06:06:53,18:49:34,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",75,8,51,1
20230819,31.7,27.9,29.6,39.7,32.9,36.1,25.6,79.1,0.976,100,8.33,rain,0,0,44.3,32.8,65.4,1011.5,56.2,13.7,125.4,10.9,4,06:07:07,18:48:52,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78526011641,99404399999,41053_maritime,C8822,TJSJ,TJNR,78535011630",75,8,51,1
